Last name of the artist;First name of the artist;Sex of the artist (F/M/FM/empty);Membership in movement, if applicable;Biographical elements;Detailed address of the artist, as it appears in the catalogue;Country of the artist;State of the artist;City of the artist;Street number of the artist's address;Street name of the artist's address;Floor level of the artist's address;Local address of the artist;Additional information on the artist's address;Address as it appears in the catalogue;Country of the artist 2;State of the artist 2;City of the artist 2;Street number of the artist's address 2;Street name of the artist's address 2;Floor level of the artist's address 2;Local address of the artist 2;Additional information on the artist's address 2;Artist's nationality;Student of;Birth year;Month of birth;Day of birth;Detailed birth address of the artist, as it appears in the catalogue;Country of birth;State of birth;City of birth;Street number of the birth address;Street name of the birth address;Floor level of the birth address;Local address of birth;Additional information on the birth address;Year of death;Month of death;Day of death;Detailed death address of the artist, as it appears in the catalogue;Country of death;State of death;City of death;Street number of the death address;Street name of the death address;Floor level of the death address;Local address of death;Additional information on the death address;Notes;Number;Title of artwork;Subtitle;Translated title;Start year of creation;Start month of creation;Start day of creation;End year of creation;End month of creation;End day of creation;Country of creation;State of creation;City of creation;Dimensions;Categories;Medium;Room;Chapter of the catalogue ?;Price;Location/Owner;Owner's country;Owner's state;Owner's city;Notes
QUILLET, Ferdinand; ; ; ;né à Niort (Deux-Sèvres), 8, rue Saint-Jean. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;649;Un coin de jardin public de Niort;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
QUILLET, Ferdinand; ; ; ;né à Niort (Deux-Sèvres), 8, rue Saint-Jean. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;650;Les batteurs;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
RAYMONT, Archambaud; ; ; ;né à Paris. -25, avenue Marigny. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;651;Portrait de l'auteur;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
RAYMONT, Archambaud; ; ; ;né à Paris. -25, avenue Marigny. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;652;Portrait du vicomte de Saint;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
RAYMONT, Archambaud; ; ; ;né à Paris. -25, avenue Marigny. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;653;Portrait du vicomte A. de M;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
RAYMONT, Archambaud; ; ; ;né à Paris. -25, avenue Marigny. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;654;Vue du château de Pondres (Gard);; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
RIÉGER, (Mlle Jenny; ; ; ;née à Paris. -37, fue Vivienne; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;655;Éventail;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
RIÉGER, (Mlle Jenny; ; ; ;née à Paris. -37, fue Vivienne; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;656;Mimosas et anémonés;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROYBON, Antoine; ; ; ;né à Paris. -2, rue lde la Michoz dière (chez M. Striberni; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;657;L'impasse Kléber (Alger;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROYBON, Antoine; ; ; ;né à Paris. -2, rue lde la Michoz dière (chez M. Striberni; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;658;La Bouzarea (Algérie);; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROYBON, Antoine; ; ; ;né à Paris. -2, rue lde la Michoz dière (chez M. Striberni; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;659;Fleurs;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROUSSEAU, Henri; ; ; ;né à Laval. -18 bis impasse du Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;660;Moi-même;Portrait; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROUSSEAU, Henri; ; ; ;né à Laval. -18 bis impasse du Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;661;Vue d'Issy. Effet de printemps après l'orage;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROUSSEAU, Henri; ; ; ;né à Laval. -18 bis impasse du Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;662;Vue de Billancourt et Bas-Meudon, Effet de brume;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROUSSEAU, Henri; ; ; ;né à Laval. -18 bis impasse du Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;663;Portrait de M. B;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROUSSEAU, Henri; ; ; ;né à Laval. -18 bis impasse du Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;664;Mon premier, de Julia Rousseau, née à Paris;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROUSSEAU, Henri; ; ; ;né à Laval. -18 bis impasse du Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;665;Dessins à là plume;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROUSSEAU, Henri; ; ; ;né à Laval. -18 bis impasse du Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;666;Dessins plume, crayon;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROUSSEAU, Henri; ; ; ;né à Laval. -18 bis impasse du Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;667;Dessins à la plume;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROUSSEAU, Henri; ; ; ;né à Laval. -18 bis impasse du Maine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;668;Dessins à la plume;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROY, Louis; ; ; ; né à Poligny (Jura), au lycée Michelet à Vanves (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;669;Portrait de M. D**;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROY, Louis; ; ; ; né à Poligny (Jura), au lycée Michelet à Vanves (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;670;Crépuscule à Vanves;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROY, Louis; ; ; ; né à Poligny (Jura), au lycée Michelet à Vanves (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;671;Un jour d'été;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROY, Louis; ; ; ; né à Poligny (Jura), au lycée Michelet à Vanves (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;672;Une nuit d'hiver;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROY, Louis; ; ; ; né à Poligny (Jura), au lycée Michelet à Vanves (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;673;A Chaville;Étude; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROY, Louis; ; ; ; né à Poligny (Jura), au lycée Michelet à Vanves (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;674;Entre chien et loup;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROY, Louis; ; ; ; né à Poligny (Jura), au lycée Michelet à Vanves (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;675;La Rouquine;appartient à M. Schuffenecker; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROY, Louis; ; ; ; né à Poligny (Jura), au lycée Michelet à Vanves (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;676;Allégorie;appartient à M. Schuffenecker; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROY, Louis; ; ; ; né à Poligny (Jura), au lycée Michelet à Vanves (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;677;A la Gaité Montparnasse;Pastel; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROY, Louis; ; ; ; né à Poligny (Jura), au lycée Michelet à Vanves (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;678;Éventail Le Travail;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROYER (M.), E.; ; ; ;né à lsle. -111, rue Saint-Pierre, à Caen; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;679;Portrait de Mme B;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROYER (M.), E.; ; ; ;né à lsle. -111, rue Saint-Pierre, à Caen; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;680;Portrait d'enfant;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
ROZIER-VANLINDEN (Mme), Geneviève; ; ; ;née à Paris. 8, rue Lallier et rue du Château, 78, à Asnières (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;681;Oranges;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SABATIER, Louis; ; ; ;né à Gannat (Allier). -3, impasse de l'Enfant-Jésus. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;682;L'entrée du bois;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SABATIER, Louis; ; ; ;né à Gannat (Allier). -3, impasse de l'Enfant-Jésus. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;683;Étude du bois de Clamart;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SABATIER, Louis; ; ; ;né à Gannat (Allier). -3, impasse de l'Enfant-Jésus. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;684;Une rue à Issy;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SABATIER, Louis; ; ; ;né à Gannat (Allier). -3, impasse de l'Enfant-Jésus. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;685;Carrière;Étude; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SABATIER, Louis; ; ; ;né à Gannat (Allier). -3, impasse de l'Enfant-Jésus. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;686;Un sentier;Aquarelle appartient à M. E. M.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SABATIER, Louis; ; ; ;né à Gannat (Allier). -3, impasse de l'Enfant-Jésus. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;687;Étude de genêts;Aquarelle; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SABATIER, Louis; ; ; ;né à Gannat (Allier). -3, impasse de l'Enfant-Jésus. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;688;Rue à Issy;Aquarelle; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SABATIER, Louis; ; ; ;né à Gannat (Allier). -3, impasse de l'Enfant-Jésus. Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;689;Étude dans l'ancien parc d'Issy;Aquarelle; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SARDA, Henry; ; ; ;né à Lons-le-Saulnier (Jura). -73, rue du Bourg. -Bar-le-Duc (Meuse; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;690;A la frontière, on ne passe pas;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SARDA, Henry; ; ; ;né à Lons-le-Saulnier (Jura). -73, rue du Bourg. -Bar-le-Duc (Meuse; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;691;La préméditation;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SARDA, Henry; ; ; ;né à Lons-le-Saulnier (Jura). -73, rue du Bourg. -Bar-le-Duc (Meuse; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;692;Une majesté au XVe siècle;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SARDA, Henry; ; ; ;né à Lons-le-Saulnier (Jura). -73, rue du Bourg. -Bar-le-Duc (Meuse; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;693;Étude de saules;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SAUVAGE, Arsène-Symphorien; ; ; ;né à Rosières. -3, rue du Regard (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;694;Un solo;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SAUVAGE, Arsène-Symphorien; ; ; ;né à Rosières. -3, rue du Regard (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;695;Amitié;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SAUVAGE, Arsène-Symphorien; ; ; ;né à Rosières. -3, rue du Regard (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;696;Moutons;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SAUVAGE, Arsène-Symphorien; ; ; ;né à Rosières. -3, rue du Regard (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;697;Moutons;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SAUVAGE, Arsène-Symphorien; ; ; ;né à Rosières. -3, rue du Regard (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;698;Une partie de billes;Dessin; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SAUVAGE, Arsène-Symphorien; ; ; ;né à Rosières. -3, rue du Regard (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;699;L'éléphant du Jardin d'acclimatation;Dessin; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SCHAECK, Paul; ; ; ;né à Paris. -71, rue du Cardinal Lemoine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;700;Étude de paysage à Rozoy;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SCHAECK, Paul; ; ; ;né à Paris. -71, rue du Cardinal Lemoine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;701;Étude à Cayeux-sur-Mer. Aquarelle;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SCHAECK, Paul; ; ; ;né à Paris. -71, rue du Cardinal Lemoine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;702;Étude, jardin fleuri, 71, rue Cardinal Lemoine.;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SÉGUIN, Arsène; ; ; ;né à Saint-Malo. -10, rue du Buisson, La Garenne-Colombes (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;703;Les petits pêcheurs;Aquarelle sur soie; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SÉGUIN, Arsène; ; ; ;né à Saint-Malo. -10, rue du Buisson, La Garenne-Colombes (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;704;Coquetterie;Aquarelle sur soie; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SÉGUIN, Arsène; ; ; ;né à Saint-Malo. -10, rue du Buisson, La Garenne-Colombes (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;705;Marine;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SÉGUIN, Arsène; ; ; ;né à Saint-Malo. -10, rue du Buisson, La Garenne-Colombes (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;706;Soleil couchant;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SERENDAT DE BELZIM, Louis; ; ; ;né à l'île Maurice. - 56, rue du Rocher (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;707;Portrait de M. L. Chevallier;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SERENDAT DE BELZIM, Louis; ; ; ;né à l'île Maurice. - 56, rue du Rocher (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;708;Portrait de M. F. Bournand;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SERENDAT DE BELZIM, Louis; ; ; ;né à l'île Maurice. - 56, rue du Rocher (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;709;M'aime;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SERENDAT DE BELZIM, Louis; ; ; ;né à l'île Maurice. - 56, rue du Rocher (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;710;Au vainqueur;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SERENDAT DE BELZIM, Louis; ; ; ;né à l'île Maurice. - 56, rue du Rocher (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;711;Lisette;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SERENDAT DE BELZIM, Louis; ; ; ;né à l'île Maurice. - 56, rue du Rocher (Paris; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;712;Jésus au prétoire;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SERRES, Antony; ; ; ; né à Bordeaux. -Saint (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;713;Des fantaisistes;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SERRES, Antony; ; ; ; né à Bordeaux. -Saint (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;714;Doux reproches;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SERRES, Antony; ; ; ; né à Bordeaux. -Saint (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;715;Convalescence;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SERRES, Antony; ; ; ; né à Bordeaux. -Saint (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;716;Taquinerie;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SERRES, Antony; ; ; ; né à Bordeaux. -Saint (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;717;Ca ne mord pas;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
SERRES, Antony; ; ; ; né à Bordeaux. -Saint (Seine; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;718;Faunesse;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
